"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 03 15:10:15 IST 2022","Sun Apr 03 15:10:22 IST 2022","7106","","tests\sample.test.js","","","","basic test",""
